X,Y,label
-0.951064481,-1.065348214,0
-1.963013505,-2.437067012,0
0.364525499,-2.159940867,1
-0.898688906,-0.94671457,0
-1.442343493,-1.826189248,0
-0.437269281,-0.159033036,0
1.517843061,0.0252534,1
-0.323060888,-0.021005363,0
1.914723482,1.821671077,1
0.718956326,-0.71708474,1
1.3240422,-0.376908532,1
-0.883586767,-0.970536311,0
1.918282543,-0.816042716,1
1.251338817,-0.057002142,1
-0.134723472,0.358554283,0
-1.150356029,-1.240547909,0
0.22267827,-1.687954086,1
-0.505961156,-0.345075797,0
-1.744461611,-1.953536696,0
-1.474539197,-1.402883793,0
0.773545662,-1.341072237,1
-1.638644567,-2.055877822,0
-0.353321033,0.056211076,0
-0.843098171,-0.607909714,0
-1.044933833,-1.245955798,0
0.491203641,0.663339979,0
-1.998030455,-2.053055417,0
0.768415385,-0.841589921,1
0.872764625,-2.840382053,1
-0.688972824,-0.551936355,0
1.823012376,1.758756451,1
0.690375165,1.269005246,0
-1.024955544,-1.066712293,0
0.569452749,-1.124500187,1
0.238658654,0.574570041,0
0.239871255,0.658025149,0
-1.502467334,-1.685263991,0
0.840278989,-2.950896695,1
1.19687475,-1.36623211,1
1.054675549,-0.307468737,1
1.131050826,-2.883266015,1
-1.298534725,-1.241834337,0
1.431882256,1.170515531,1
-1.273215171,-1.414964978,0
1.163457839,-0.506205091,1
-1.07958683,-1.131361379,0
1.259802423,-2.489743585,1
-1.451672049,-1.496316995,0
-1.437389802,-1.242149573,0
2.034715351,1.794033986,1
-0.107052399,-1.644857492,1
-1.704005104,-1.579969181,0
-0.330261671,0.088938414,0
-1.321952406,-1.092034691,0
0.623102551,-2.85414731,1
1.230426502,-0.250049744,1
0.767352883,-1.839020751,1
-1.045770688,-0.935991879,0
0.931240701,-0.819903561,1
1.627220615,-0.473683441,1
0.279771847,-0.951678055,1
-1.120252733,-1.159458295,0
-2.068054277,-1.903220309,0
-0.919678683,-0.674413576,0
-1.061170851,-1.033789001,0
1.737863899,2.144130524,1
0.437439528,0.978423387,0
-1.496620701,-1.928376642,0
0.428937197,-1.443310215,1
-0.345116838,-0.132500313,0
0.716929899,-2.19324774,1
-0.127146204,0.330671563,0
-1.41213525,-1.642117953,0
1.116899018,-2.276721767,1
-1.544561619,-1.713032966,0
0.912996324,-0.345312714,1
1.861288102,1.480609857,1
-0.330298174,-0.100144847,0
-1.111545992,-1.25029665,0
-1.011923716,-1.177455562,0
-1.271984356,-1.703518365,0
0.929593777,-0.743330898,1
-0.338430624,-0.34331512,0
1.542707948,-0.055664778,1
0.816645661,-1.250918697,1
1.137822536,-1.261519572,1
